,customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4066,6502-KUGLL,DSL,Yes,Yes,No,Yes,No,No
4067,1841-YSJGV,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4068,2794-XIMMO,DSL,No,Yes,Yes,Yes,Yes,Yes
4069,8382-SHQEH,Fiber optic,No,No,No,No,No,Yes
4070,3511-BFTJW,DSL,Yes,Yes,Yes,No,No,No
4071,7668-XCFYV,Fiber optic,No,No,No,No,Yes,Yes
4072,2983-ZANRP,Fiber optic,No,Yes,No,No,No,No
4073,3034-ZBEQN,DSL,No,Yes,Yes,No,No,No
4074,2282-YGNOR,DSL,Yes,No,Yes,Yes,No,No
4075,5336-UFNZP,Fiber optic,No,Yes,Yes,No,Yes,Yes
4076,6854-EXGSF,DSL,Yes,Yes,Yes,No,No,No
4077,9233-PSYHO,Fiber optic,No,No,Yes,No,Yes,Yes
4078,5376-PCKNB,Fiber optic,No,Yes,Yes,No,Yes,Yes
4079,4060-LDNLU,Fiber optic,No,No,No,No,Yes,Yes
4080,3589-PPVKW,DSL,No,No,No,No,No,No
4081,8327-LZKAS,Fiber optic,No,No,Yes,Yes,Yes,Yes
4082,5887-IKKYO,Fiber optic,No,No,Yes,Yes,No,Yes
4083,1075-BGWOH,Fiber optic,No,No,Yes,No,Yes,Yes
4084,0302-JOIVN,Fiber optic,No,Yes,Yes,No,Yes,Yes
4085,3858-XHYJO,Fiber optic,Yes,No,Yes,No,Yes,Yes
4086,4299-SIMNS,Fiber optic,Yes,No,No,No,No,No
4087,7025-IWFHT,Fiber optic,No,Yes,No,Yes,Yes,No
4088,6261-LHRTG,DSL,No,Yes,Yes,No,No,No
4089,7841-FCRQD,DSL,No,Yes,No,Yes,No,No
4090,2056-EVGZL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4091,8777-MBMTS,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4092,7753-USQYQ,DSL,No,Yes,No,Yes,No,Yes
4093,5366-IJEQJ,Fiber optic,No,No,Yes,No,Yes,No
4094,7661-CPURM,Fiber optic,No,No,No,Yes,No,Yes
4095,6233-HXJMX,Fiber optic,No,No,Yes,No,No,Yes
4096,1981-INRFU,Fiber optic,No,No,No,No,Yes,No
4097,4971-PUYQO,Fiber optic,No,No,No,No,Yes,Yes
4098,5115-GZDEL,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4099,3338-CVVEH,Fiber optic,No,No,No,No,Yes,Yes
4100,8485-GJCDN,Fiber optic,No,No,No,No,No,No
4101,2615-YVMYX,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4102,2851-STERV,DSL,No,No,Yes,Yes,Yes,Yes
4103,4393-GEADV,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4104,8486-AYEQH,Fiber optic,No,No,No,No,No,No
4105,1527-SXDPN,Fiber optic,No,No,Yes,Yes,No,Yes
4106,6029-WTIPC,Fiber optic,No,No,Yes,No,Yes,Yes
4107,8634-CILSZ,Fiber optic,No,Yes,No,Yes,Yes,Yes
4108,5419-JKZNQ,Fiber optic,No,No,No,No,No,No
4109,2495-KZNFB,Fiber optic,Yes,No,No,No,No,Yes
4110,1409-PHXTF,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4111,4560-WQAQW,DSL,Yes,No,No,Yes,No,Yes
4112,9591-YVTEB,DSL,Yes,Yes,No,No,Yes,No
4113,9309-BZGNT,DSL,No,No,Yes,No,No,No
4114,4274-DRSQT,Fiber optic,No,Yes,No,No,Yes,No
4115,2027-DNKIV,DSL,Yes,No,Yes,Yes,No,No
4116,2885-HIJDH,DSL,Yes,No,Yes,Yes,Yes,Yes
4117,5424-RLQLC,DSL,No,Yes,No,No,Yes,No
4118,6682-QJDGB,DSL,Yes,Yes,No,No,No,No
4119,6507-DTJZV,DSL,No,No,No,No,Yes,Yes
4120,8780-IXSTS,Fiber optic,No,Yes,No,No,Yes,No
4121,6723-WSNTY,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4122,9530-EHPOH,DSL,No,No,Yes,No,No,No
4123,2725-IWWBA,DSL,Yes,No,Yes,Yes,No,No
4124,0345-HKJVM,Fiber optic,No,No,No,No,Yes,Yes
4125,1061-PNTHC,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4126,6574-MCOEH,DSL,No,No,Yes,Yes,Yes,Yes
4127,7399-QHBJS,DSL,Yes,Yes,No,Yes,No,No
4128,3049-SOLAY,Fiber optic,No,No,No,No,Yes,Yes
4129,0997-YTLNY,DSL,No,No,No,Yes,No,No
4130,3317-HRTNN,DSL,No,No,No,No,Yes,Yes
4131,9479-HYNYL,DSL,No,Yes,Yes,Yes,Yes,Yes
4132,3235-ETOOB,Fiber optic,Yes,No,No,No,No,No
4133,8058-INTPH,Fiber optic,No,No,No,No,Yes,No
4134,3642-GKTCT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4135,0774-RMNUW,DSL,Yes,Yes,No,Yes,Yes,Yes
4136,1334-PDUKM,Fiber optic,No,Yes,Yes,No,No,No
4137,0756-MPZRL,DSL,No,No,Yes,Yes,No,No
4138,2242-MFOTG,Fiber optic,Yes,No,No,No,No,No
4139,2927-CVULT,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4140,2144-BFDSO,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4141,8745-PVESG,DSL,Yes,No,Yes,Yes,No,No
4142,5647-FXOTP,Fiber optic,No,Yes,Yes,No,Yes,Yes
4143,5569-OUICF,Fiber optic,No,No,No,Yes,Yes,Yes
4144,8821-XNHVZ,Fiber optic,No,No,No,No,Yes,No
4145,2082-OJVTK,Fiber optic,No,No,Yes,No,No,Yes
4146,9700-ISPUP,DSL,No,Yes,No,Yes,No,Yes
4147,9839-ETQOE,DSL,Yes,Yes,Yes,No,No,No
4148,6078-VESFR,Fiber optic,No,No,No,No,No,No
4149,9027-TMATR,DSL,Yes,No,Yes,Yes,Yes,Yes
4150,5940-NFXKV,Fiber optic,No,No,No,No,No,Yes
4151,1941-HOSAM,Fiber optic,No,No,No,No,Yes,Yes
4152,9110-HSGTV,DSL,Yes,No,Yes,Yes,Yes,Yes
4153,6171-ZTVYB,DSL,Yes,Yes,No,Yes,No,No
4154,9564-KCLHR,DSL,No,No,No,Yes,No,No
4155,1935-IMVBB,Fiber optic,No,No,No,No,Yes,Yes
4156,2535-PBCGC,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4157,2082-CEFLT,DSL,No,No,No,No,No,No
4158,1470-PSXNM,Fiber optic,No,Yes,Yes,No,Yes,No
4159,1213-NGCUN,DSL,No,No,No,Yes,No,No
4160,2498-XLDZR,DSL,Yes,Yes,Yes,Yes,No,Yes
4161,9866-OCCKE,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4162,5338-YHWYT,DSL,Yes,Yes,No,Yes,No,No
4163,7718-UPSKJ,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4164,8731-WBBMB,DSL,No,Yes,Yes,Yes,Yes,Yes
4165,1448-CYWKC,Fiber optic,No,Yes,Yes,No,Yes,Yes
4166,7901-IIDQV,DSL,No,No,No,Yes,No,No
4167,0334-ZFJSR,DSL,Yes,Yes,No,Yes,No,No
4168,2894-QOJRX,DSL,No,No,No,No,Yes,No
4169,5747-PMBSQ,Fiber optic,No,Yes,Yes,Yes,Yes,No
4170,5583-EJXRD,DSL,Yes,Yes,Yes,Yes,No,Yes
4171,4565-EVZMJ,DSL,Yes,Yes,No,Yes,No,No
4172,3143-JQEGI,Fiber optic,No,No,No,No,Yes,Yes
4173,6386-SZZKH,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4174,3327-YBAKM,Fiber optic,Yes,No,No,Yes,Yes,Yes
4175,6705-LNMDD,DSL,No,No,No,Yes,No,No
4176,2580-ASVVY,DSL,Yes,No,No,Yes,Yes,No
4177,3370-GQEAL,Fiber optic,No,No,No,No,Yes,No
4178,5032-USPKF,DSL,Yes,Yes,Yes,No,Yes,Yes
4179,2982-IHMFT,Fiber optic,No,No,No,No,No,No
4180,3521-SYVOR,DSL,No,No,No,No,Yes,Yes
4181,4254-QPEDE,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4182,6283-GITPX,DSL,Yes,Yes,Yes,Yes,Yes,No
4183,9526-JAWYF,Fiber optic,No,Yes,Yes,No,Yes,No
4184,0771-CHWSK,DSL,Yes,Yes,Yes,No,No,Yes
4185,9788-HNGUT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4186,9495-REDIY,DSL,Yes,No,No,No,Yes,No
4187,5375-XLDOF,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4188,1172-VIYBP,DSL,Yes,Yes,No,No,No,Yes
4189,5649-VUKMC,Fiber optic,No,No,Yes,No,Yes,Yes
4190,6559-PDZLR,Fiber optic,No,No,Yes,Yes,Yes,Yes
4191,8992-OBVDG,DSL,No,No,Yes,No,No,Yes
4192,4273-MBHYA,Fiber optic,No,No,No,No,Yes,Yes
4193,4724-WXVWF,Fiber optic,Yes,No,No,Yes,No,Yes
4194,5701-GUXDC,DSL,Yes,No,Yes,No,No,No
4195,5143-EGQFK,DSL,No,No,No,Yes,No,No
4196,4919-IKATY,Fiber optic,Yes,No,Yes,No,No,No
4197,9050-QLROH,Fiber optic,No,No,Yes,No,No,Yes
4198,8232-CTLKO,DSL,Yes,No,No,No,Yes,No
4199,9227-YBAXE,DSL,Yes,Yes,No,Yes,Yes,Yes
4200,6168-WFVVF,Fiber optic,No,No,No,No,No,No
4201,0112-QAWRZ,Fiber optic,No,No,Yes,No,Yes,No
4202,0877-SDMBN,Fiber optic,Yes,No,Yes,No,Yes,Yes
4203,2786-GCDPI,Fiber optic,No,No,Yes,Yes,Yes,Yes
4204,4043-MKDTV,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4205,8065-YKXKD,Fiber optic,No,No,No,No,No,No
4206,9637-EIHEQ,DSL,No,No,No,Yes,No,No
4207,8313-KTIHG,DSL,No,No,No,Yes,Yes,No
4208,5320-BRKGK,DSL,Yes,No,Yes,Yes,Yes,No
4209,6284-KMNUF,Fiber optic,Yes,No,No,No,Yes,Yes
4210,9689-PTNPG,Fiber optic,No,No,No,No,Yes,No
4211,9465-RWMXL,Fiber optic,No,No,Yes,No,No,No
4212,6229-UOLQL,DSL,Yes,Yes,No,Yes,Yes,No
4213,2362-IBOOY,Fiber optic,No,No,No,No,No,Yes
4214,3137-LUPIX,DSL,No,No,No,Yes,Yes,No
4215,0843-WTBXE,Fiber optic,No,No,No,No,Yes,No
4216,6143-JQKEA,DSL,No,No,No,No,No,No
4217,8676-OOQEJ,DSL,No,No,No,Yes,No,No
4218,9701-CDXHR,Fiber optic,No,No,No,No,No,No
4219,7450-NWRTR,Fiber optic,No,No,Yes,No,Yes,Yes
4220,8124-NZVGJ,DSL,No,No,No,Yes,Yes,Yes
4221,2162-FRZAA,DSL,No,Yes,Yes,Yes,No,No
4222,5376-DEQCP,Fiber optic,No,No,No,No,No,No
4223,5118-MUEYH,Fiber optic,No,Yes,No,Yes,Yes,Yes
4224,9095-HFAFX,Fiber optic,No,No,No,No,Yes,No
4225,2379-ENZGV,Fiber optic,No,Yes,No,No,Yes,No
4226,4067-HLYQI,Fiber optic,No,No,No,No,No,No
4227,0292-WEGCH,DSL,No,Yes,Yes,Yes,Yes,Yes
4228,8910-ICHIU,Fiber optic,Yes,Yes,Yes,No,Yes,No
4229,4097-YODCF,Fiber optic,Yes,Yes,No,No,Yes,Yes
4230,9715-WZCLW,Fiber optic,Yes,No,No,No,Yes,Yes
4231,9786-YWNHU,DSL,Yes,Yes,Yes,Yes,No,No
4232,6005-OBZPH,Fiber optic,No,Yes,No,No,Yes,No
4233,4049-ZPALD,Fiber optic,Yes,No,Yes,No,Yes,Yes
4234,7932-WPTDS,DSL,No,No,No,No,No,No
4235,3733-UOCWF,Fiber optic,No,Yes,No,Yes,No,No
4236,6833-JMZYP,Fiber optic,No,No,Yes,No,Yes,Yes
4237,2722-VOJQL,Fiber optic,No,Yes,No,Yes,Yes,Yes
4238,1310-QRITU,DSL,No,No,No,No,No,No
4239,8961-QDZZJ,Fiber optic,No,Yes,No,No,Yes,Yes
4240,9715-SBVSU,DSL,Yes,Yes,No,No,No,Yes
4241,8490-BXHEO,Fiber optic,No,Yes,No,No,No,No
4242,7173-TETGO,Fiber optic,Yes,No,No,No,No,No
4243,7929-SKFGK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4244,3563-SVYLG,DSL,Yes,Yes,Yes,Yes,No,No
4245,5228-EXCET,Fiber optic,No,No,No,No,No,Yes
4246,6435-VWCCY,Fiber optic,Yes,Yes,No,No,Yes,No
4247,4998-IKFSE,Fiber optic,No,No,Yes,No,Yes,Yes
4248,8630-QSGXK,DSL,No,No,No,Yes,Yes,Yes
4249,2455-USLMV,Fiber optic,Yes,No,Yes,No,No,No
4250,7394-FKDNK,Fiber optic,No,No,No,No,Yes,Yes
4251,9488-FVZCC,DSL,Yes,Yes,Yes,Yes,No,Yes
4252,6331-LWDTQ,DSL,No,No,No,No,Yes,Yes
4253,1597-FZREH,DSL,No,No,Yes,Yes,Yes,Yes
4254,7879-CGSFV,Fiber optic,Yes,Yes,No,No,Yes,Yes
4255,9921-EZKBY,Fiber optic,Yes,No,Yes,No,No,Yes
4256,7432-FFVAR,Fiber optic,No,No,Yes,Yes,No,Yes
4257,7246-ZGQDF,DSL,Yes,No,No,Yes,No,No
4258,7000-WCEVQ,DSL,No,No,No,No,No,Yes
4259,0727-IWKVK,Fiber optic,No,Yes,Yes,No,No,No
4260,5959-BELXA,Fiber optic,No,No,No,No,Yes,Yes
4261,4456-RHSNB,DSL,No,No,Yes,No,No,No
4262,3512-IZIKN,DSL,Yes,No,Yes,Yes,No,No
4263,7109-MFBYV,DSL,No,No,No,No,No,No
4264,1833-TCXKK,Fiber optic,No,Yes,Yes,No,Yes,Yes
4265,1832-PEUTS,Fiber optic,No,No,Yes,No,Yes,No
4266,8660-BUETV,DSL,No,No,No,No,No,No
4267,0580-PIQHM,Fiber optic,Yes,Yes,Yes,No,No,Yes
4268,5696-CEIQJ,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4269,7503-ZGUZJ,Fiber optic,No,No,No,No,Yes,No
4270,1696-HXOWK,Fiber optic,Yes,Yes,No,No,Yes,No
4271,3026-ATZYV,DSL,Yes,Yes,No,No,Yes,Yes
4272,4012-YCFAI,DSL,Yes,Yes,No,Yes,No,No
4273,2506-TNFCO,Fiber optic,No,No,No,No,No,No
4274,8718-PTMEZ,DSL,No,Yes,No,No,No,No
4275,9496-IVVRP,DSL,Yes,No,No,No,No,No
4276,2207-OBZNX,DSL,Yes,No,No,No,No,No
4277,2657-VPXTA,Fiber optic,No,No,No,No,Yes,Yes
4278,1221-GHZEP,DSL,Yes,No,No,Yes,No,Yes
4279,9289-LBQVU,DSL,No,Yes,No,Yes,No,Yes
4280,6142-VSJQO,DSL,No,No,No,No,No,No
4281,6933-FHBZC,DSL,No,Yes,Yes,No,No,No
4282,9770-KXGQU,Fiber optic,Yes,Yes,Yes,No,Yes,No
4283,6437-UKHMV,Fiber optic,No,No,No,No,Yes,No
4284,6538-POCHL,Fiber optic,No,Yes,Yes,No,No,No
4285,6726-NNFWD,Fiber optic,No,Yes,Yes,No,No,Yes
4286,3002-WQZWT,Fiber optic,No,No,No,No,No,No
4287,4277-UDIEF,DSL,Yes,No,No,Yes,Yes,Yes
4288,1208-NBVFH,DSL,No,No,Yes,No,No,No
4289,4912-PIGUY,Fiber optic,No,No,No,No,Yes,No
4290,1114-CENIM,DSL,No,Yes,No,No,No,No
4291,6060-DRTNL,Fiber optic,No,No,Yes,No,Yes,No
4292,2725-TTRIQ,DSL,Yes,No,Yes,Yes,Yes,Yes
4293,3374-TTZTK,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4294,8990-ZXLSU,Fiber optic,No,No,No,No,No,No
4295,2275-RBYQS,DSL,No,No,No,No,No,No
4296,8473-VUVJN,Fiber optic,No,No,No,No,No,No
4297,6289-CPNLD,DSL,No,No,Yes,Yes,Yes,Yes
4298,5536-SLHPM,Fiber optic,No,No,Yes,No,No,No
4299,4419-UJMUS,Fiber optic,No,No,No,Yes,Yes,Yes
4300,7794-JASDG,DSL,Yes,No,No,No,No,No
4301,7609-YBPXG,DSL,Yes,No,Yes,Yes,Yes,Yes
4302,7856-GANIL,Fiber optic,No,Yes,Yes,Yes,Yes,No
4303,0804-XBFBV,DSL,No,No,No,No,No,No
4304,2676-OXPPQ,DSL,Yes,Yes,No,No,No,No
4305,3703-TTEPD,DSL,Yes,No,Yes,No,Yes,No
4306,0196-VULGZ,Fiber optic,No,No,No,No,No,Yes
4307,8837-VVWLQ,Fiber optic,Yes,No,No,No,Yes,No
4308,2696-NARTR,Fiber optic,No,No,No,Yes,No,No
4309,7614-QVWQL,DSL,No,Yes,No,No,Yes,Yes
4310,1976-CFOCS,DSL,No,No,No,No,No,No
4311,4631-OACRM,Fiber optic,No,No,No,No,No,Yes
4312,7139-JZFVG,DSL,Yes,Yes,Yes,No,No,No
4313,4987-GQWPO,DSL,No,No,No,No,No,No
4314,3755-JBMNH,Fiber optic,No,No,No,No,No,No
4315,6345-ULYRW,Fiber optic,No,Yes,No,No,No,Yes
4316,4776-XSKYQ,DSL,No,No,No,Yes,No,No
4317,5753-QQWPW,DSL,Yes,Yes,No,Yes,No,No
4318,1809-DMJHQ,DSL,No,No,No,No,No,No
4319,6693-FRIRW,Fiber optic,No,Yes,Yes,No,Yes,Yes
4320,6586-MYGKD,DSL,Yes,No,No,Yes,Yes,Yes
4321,3173-NVMPX,DSL,No,Yes,No,No,No,No
4322,0248-PGHBZ,Fiber optic,Yes,Yes,No,Yes,Yes,No
4323,0623-GDISB,DSL,Yes,No,No,No,No,No
4324,6923-EFPNL,DSL,No,No,No,No,No,No
4325,7472-EQOAV,Fiber optic,Yes,Yes,Yes,No,No,No
4326,9574-RKJIF,Fiber optic,Yes,Yes,No,No,Yes,No
4327,2043-WVTQJ,DSL,Yes,No,Yes,No,No,No
4328,8034-RYTVV,Fiber optic,Yes,No,Yes,No,No,No
4329,3863-QSTYI,DSL,No,No,Yes,Yes,Yes,No
4330,2619-WFQWU,Fiber optic,No,No,No,No,No,No
4331,5044-LRQAQ,Fiber optic,No,No,No,No,No,No
4332,1716-LSAMB,DSL,Yes,No,No,Yes,No,No
4333,5985-BEHZK,Fiber optic,No,Yes,Yes,No,Yes,Yes
4334,9127-QRZMH,DSL,Yes,Yes,No,Yes,No,No
4335,9644-KVCNC,Fiber optic,No,No,Yes,No,Yes,No
4336,2137-DQMEV,DSL,Yes,Yes,No,No,Yes,No
4337,9279-CJEOJ,Fiber optic,No,No,No,No,Yes,Yes
4338,7964-VEXDG,Fiber optic,Yes,No,No,No,No,No
4339,2404-JIBFC,DSL,Yes,No,Yes,Yes,Yes,Yes
4340,0778-NELLA,DSL,No,No,No,No,Yes,No
4341,8029-XYPWT,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4342,4614-NUVZD,Fiber optic,No,No,No,No,No,Yes
4343,6804-GDMOI,Fiber optic,No,No,Yes,Yes,Yes,Yes
4344,2990-OGYTD,DSL,No,Yes,Yes,Yes,Yes,Yes
4345,6646-JPPHA,Fiber optic,Yes,Yes,No,No,No,No
4346,9572-MTILT,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
4347,7658-UYUQS,Fiber optic,No,No,Yes,No,Yes,No
4348,7880-XSOJX,DSL,Yes,Yes,No,Yes,No,No
4349,9611-CTWIH,Fiber optic,No,No,No,No,Yes,Yes
4350,0329-GTIAJ,Fiber optic,No,Yes,No,Yes,Yes,Yes
4351,6629-CZTTH,DSL,No,No,No,No,No,Yes
4352,5364-EVNIB,Fiber optic,No,Yes,Yes,No,No,No
4353,6918-UMQCG,Fiber optic,No,No,No,No,Yes,No
4354,0675-NCDYU,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4355,6339-DKLMK,DSL,No,Yes,No,No,No,No
4356,1346-PJWTK,Fiber optic,No,Yes,Yes,Yes,No,Yes
4357,8023-QHAIO,Fiber optic,No,No,No,Yes,No,No
4358,3057-VJJQE,DSL,Yes,No,No,No,No,No
4359,5087-SUURX,DSL,No,No,Yes,No,Yes,No
4360,2302-OUZXB,DSL,No,Yes,Yes,No,Yes,Yes
4361,8133-ANHHJ,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4362,2270-CHBFN,Fiber optic,Yes,Yes,Yes,Yes,No,No
4363,0013-EXCHZ,Fiber optic,No,No,No,Yes,Yes,No
4364,5982-FPVQN,Fiber optic,No,Yes,Yes,No,No,Yes
4365,9107-UKCKY,DSL,No,Yes,Yes,No,Yes,Yes
4366,4654-ULTTN,DSL,Yes,No,Yes,Yes,No,Yes
4367,5550-VFRLC,Fiber optic,No,No,No,No,No,No
4368,1492-KGETH,DSL,Yes,Yes,Yes,Yes,No,Yes
4369,4929-BSTRX,DSL,No,No,No,No,Yes,No
4370,2225-ZRGSG,Fiber optic,Yes,Yes,Yes,Yes,No,No
4371,5271-YNWVR,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4372,2657-ALMWY,Fiber optic,No,Yes,No,No,No,Yes
4373,6330-JKLPC,Fiber optic,No,Yes,No,No,No,No
4374,1707-HABPF,Fiber optic,No,Yes,Yes,No,Yes,No
4375,1660-HSOOQ,DSL,No,No,Yes,No,No,No
4376,7253-UVNDW,DSL,No,No,Yes,Yes,No,No
4377,7228-OMTPN,Fiber optic,No,No,No,No,Yes,Yes
4378,4508-OEBEY,DSL,Yes,Yes,Yes,Yes,No,Yes
4379,0027-KWYKW,Fiber optic,No,No,No,No,Yes,No
4380,6284-AHOOQ,Fiber optic,No,No,No,Yes,Yes,No
4381,2344-JMOGN,Fiber optic,No,Yes,Yes,Yes,Yes,No
4382,3799-ISUZQ,Fiber optic,No,No,No,No,No,No
4383,2877-VDUER,DSL,No,No,No,Yes,Yes,No
4384,9152-AMKAK,DSL,Yes,No,Yes,Yes,Yes,Yes
4385,1794-HBQTJ,DSL,Yes,No,No,No,No,No
4386,9432-VOFYX,Fiber optic,No,No,No,No,No,No
4387,8049-WJCLQ,DSL,No,No,Yes,No,Yes,No
4388,6586-PSJOX,DSL,No,No,Yes,Yes,No,No
4389,2460-FPSYH,DSL,Yes,Yes,No,No,Yes,Yes
4390,9705-ZJBCG,DSL,Yes,No,No,Yes,No,No
4391,4818-DRBQT,Fiber optic,No,Yes,No,No,No,No
4392,1320-HTRDR,Fiber optic,No,No,No,No,No,No
4393,6847-KJLTS,Fiber optic,No,No,No,Yes,Yes,Yes
4394,9670-BPNXF,DSL,Yes,Yes,No,Yes,No,No
4395,3913-FCUUW,DSL,Yes,Yes,Yes,Yes,No,No
4396,3301-VKTGC,Fiber optic,Yes,Yes,No,No,No,No
4397,9555-SAHUZ,DSL,Yes,Yes,No,No,No,No
4398,4619-EVPHY,Fiber optic,No,No,No,No,Yes,Yes
4399,5286-YHCVC,Fiber optic,No,Yes,Yes,No,Yes,Yes
4400,6424-ELEYH,Fiber optic,No,No,No,No,No,No
4401,4391-RESHN,Fiber optic,No,No,Yes,Yes,Yes,Yes
4402,9115-YQHGA,DSL,No,No,No,Yes,No,No
4403,4462-CYWMH,Fiber optic,No,Yes,No,No,No,Yes
4404,2458-EOMRE,DSL,Yes,No,Yes,No,No,Yes
4405,9334-GWGOW,Fiber optic,No,No,No,No,No,No
4406,6821-BUXUX,Fiber optic,Yes,Yes,No,No,Yes,No
4407,9801-GDWGV,Fiber optic,No,Yes,Yes,No,Yes,Yes
4408,6542-LWGXJ,DSL,No,No,No,No,No,No
4409,2087-QAREY,DSL,No,Yes,Yes,No,No,No
4410,0601-WZHJF,DSL,No,No,No,No,Yes,Yes
4411,4423-JWZJN,Fiber optic,No,No,Yes,No,No,Yes
4412,5393-RXQSZ,Fiber optic,No,No,No,No,No,Yes
4413,0231-LXVAP,Fiber optic,No,No,No,Yes,No,No
4414,9444-JTXHZ,Fiber optic,No,No,Yes,No,No,No
4415,4942-VZZOM,DSL,Yes,No,No,No,Yes,No
4416,7502-BNYGS,DSL,No,Yes,No,No,Yes,Yes
4417,4291-HYEBC,DSL,No,Yes,No,No,No,Yes
4418,6047-SUHPR,DSL,Yes,Yes,Yes,No,No,No
4419,4471-KXAUH,Fiber optic,No,No,Yes,Yes,No,No
4420,9752-ZNQUT,DSL,No,Yes,No,No,No,No
4421,7638-QVMVY,Fiber optic,No,No,No,No,Yes,No
4422,1576-PFZIW,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4423,7312-XSBAT,DSL,Yes,No,No,No,No,No
4424,3096-GKWEB,Fiber optic,No,No,No,No,Yes,Yes
4425,2371-JQHZZ,Fiber optic,No,No,No,No,Yes,Yes
4426,0674-GCDXG,DSL,Yes,No,Yes,Yes,No,Yes
4427,1121-QSIVB,DSL,No,Yes,No,No,Yes,Yes
4428,3244-DCJWY,Fiber optic,No,No,No,No,No,No
4429,2824-MYYBN,Fiber optic,No,No,No,No,Yes,Yes
4430,0875-CABNR,Fiber optic,No,No,Yes,No,No,Yes
4431,6345-HOVES,DSL,No,No,No,No,No,No
4432,8318-LCNBW,DSL,Yes,No,Yes,No,Yes,Yes
4433,0147-ESWWR,Fiber optic,No,No,No,Yes,Yes,Yes
4434,1217-VASWC,Fiber optic,No,Yes,Yes,No,Yes,Yes
4435,5915-DGNVC,DSL,Yes,Yes,Yes,No,No,Yes
4436,3566-CAAYU,DSL,No,Yes,Yes,Yes,No,Yes
4437,4983-CCWMC,Fiber optic,No,No,No,No,No,No
4438,2896-TBNBE,Fiber optic,No,Yes,Yes,No,No,No
4439,4797-AXPXK,DSL,Yes,Yes,No,Yes,No,No
4440,5229-PRWKT,Fiber optic,No,No,No,No,No,Yes
4441,2522-WLNSF,DSL,No,No,Yes,Yes,Yes,No
4442,3841-CONLJ,DSL,No,No,No,No,No,Yes
4443,5057-LCOUI,DSL,No,No,Yes,No,Yes,Yes
4444,0193-ESZXP,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4445,4369-HTUIF,Fiber optic,Yes,No,No,No,Yes,No
4446,9386-LDCZR,Fiber optic,Yes,Yes,Yes,Yes,No,No
4447,5399-ZIMKF,Fiber optic,No,Yes,No,No,No,No
4448,0336-KXKFK,DSL,Yes,No,Yes,Yes,Yes,Yes
4449,3948-FVVRP,DSL,No,Yes,No,Yes,No,No
4450,5327-XOKKY,DSL,No,No,Yes,No,Yes,Yes
4451,0983-TATYJ,DSL,No,No,No,Yes,No,No
4452,1813-JYWTO,Fiber optic,Yes,No,No,No,No,No
4453,0156-FVPTA,DSL,Yes,No,No,Yes,No,No
4454,1984-FCOWB,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4455,0654-HMSHN,Fiber optic,No,Yes,Yes,No,Yes,Yes
4456,6719-OXYBR,Fiber optic,No,No,Yes,No,Yes,No
4457,3312-ZWLGF,Fiber optic,No,No,No,Yes,No,No
4458,6476-YHMGA,DSL,No,Yes,Yes,Yes,Yes,Yes
4459,5287-QWLKY,Fiber optic,Yes,Yes,No,No,Yes,Yes
4460,0168-XZKBB,Fiber optic,No,No,No,No,Yes,No
4461,5196-SGOAK,Fiber optic,No,Yes,No,No,No,No
4462,4537-DKTAL,DSL,No,No,No,No,No,No
4463,7072-MBHEV,Fiber optic,No,No,Yes,No,No,No
4464,6297-NOOPG,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4465,1891-UAWWU,Fiber optic,No,No,Yes,No,Yes,No
4466,8050-DVOJX,DSL,Yes,Yes,Yes,Yes,No,Yes
